version,prompt_idx,prompt_text,direction_type,alpha,perturb_layer,perturb_mode,baseline_text,perturbed_text,perturbation_norm,baseline_len_tokens,perturbed_len_tokens,prompt_category,perplexity_clean
focused_v1,1,How does photosynthesis work?,assistant_toward,3.5,32,oneshot,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Here's a detailed explanation of how **photosynthesis** works, presented in a clear and structured way:

---

## 🌿 **What is Photosynthesis?**

**Photosynthesis** is the process by which **green plants**, **algae**, and **some bacteria** convert **light energy** from the sun into **chemical energy** stored in **glucose** (a type of sugar). This process is essential for life on Earth, as it produces **oxygen** and forms the **base of the food chain**.

---

## 🌞 **The Basic Equation of Photosynthesis**

The overall chemical equation for photosynthesis is",556.0,128,128,factual,1.4045119285583496
focused_v1,1,How does photosynthesis work?,fc_positive,1.5,32,persistent,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process primarily occurs in the chloroplasts of plant cells, which contain the pigment chlorophyll. The overall chemical equation for photosynthesis is:

**6CO₂ + 6H₂O + light energy → C₆H₁₂O₆ + 6O₂**

Here's a breakdown of the key components and steps involved in photosynthesis:

1. **Carbon Dioxide (CO₂)**: Plants absorb carbon dioxide from the atmosphere through tiny pores in their",238.0,128,128,factual,1.4677717685699463
focused_v1,1,How does photosynthesis work?,fc_positive,3.5,32,oneshot,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text"," is a process used by plants, algae, and some bacteria to convert light energy, usually from the sun, into chemical energy stored in glucose. Here's a simplified explanation of how it works:

### 1. **Light Absorption**
- Photosynthesis occurs in the **chloroplasts** of plant cells, specifically in the **thylakoid membranes**.
- Chlorophyll, the green pigment in chloroplasts, absorbs **light energy**, primarily in the blue and red wavelengths.

### 2. **Water Splitting (Photolysis)**
- The absorbed light energy is used to split water molecules (H₂",556.0,128,128,factual,1.692520022392273
focused_v1,1,How does photosynthesis work?,fc_negative,1.5,32,persistent,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on earth and is the primary source of energy for nearly all ecosystems. Here's a step-by-step explanation of how photosynthesis works:

1. **Light Absorption**: The process begins when light is absorbed by chlorophyll and other pigments in the chloroplasts of plant cells. These pigments are located in the thylakoid membranes of the chloroplasts.

2. **Water Splitting**: The absorbed light energy is used to split",238.0,128,128,factual,1.5638079643249512
focused_v1,1,How does photosynthesis work?,fc_negative,3.5,32,oneshot,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Okay, let's see. The user asked how photosynthesis works. I need to explain the process clearly. First, I should start with the basic definition. Photosynthesis is how plants make their food using sunlight. But wait, what exactly is the process? I remember it involves chlorophyll and sunlight. Chlorophyll is in the chloroplasts of plant cells. Right, so the main components are sunlight, carbon dioxide, and water.

Wait, the user might not know the chemical equation. I should include that. The equation is 6CO₂ + 6H₂O + light → C₆H₁₂",556.0,128,128,factual,1.5936452150344849
focused_v1,1,How does photosynthesis work?,pca_pc1_positive,1.5,32,persistent,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. Here's a detailed explanation of how it works:

1. **Light Absorption**:
   - Photosynthesis occurs in the chloroplasts of plant cells, which contain the green pigment chlorophyll.
   - Chlorophyll absorbs light most efficiently in the blue-violet part of the electromagnetic spectrum.
   - The absorbed light energy is used to drive the chemical reactions of photosynthesis.

2. **The Light-Dependent Reactions (Occur in the Thylakoid",238.0,128,128,factual,1.4075864553451538
focused_v1,1,How does photosynthesis work?,pca_pc1_positive,3.5,32,oneshot,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text"," are the primary producers in most ecosystems, forming the base of the food chain.",556.0,128,17,factual,24.8740291595459
focused_v1,1,How does photosynthesis work?,pca_pc1_negative,1.5,32,persistent,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary energy source for nearly all ecosystems and produces the oxygen we breathe.

Here's a simplified explanation of how photosynthesis works:

1. **Light Absorption**:  
   The process begins when chlorophyll and other pigments in the plant's chloroplasts absorb light energy. These pigments are most effective at absorbing red and blue light.

2. **Water Splitting (Photolysis)**:  
   Using",238.0,128,128,factual,1.3460522890090942
focused_v1,1,How does photosynthesis work?,pca_pc1_negative,3.5,32,oneshot,"Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text","Photosynthesis is the process by which green plants, algae, and some bacteria convert light energy, usually from the sun, into chemical energy stored in glucose. This process is essential for life on Earth, as it provides the primary source of organic matter and oxygen in the biosphere.

### **Overview of Photosynthesis**

The overall chemical equation for photosynthesis is:

$$
6\text{CO}_2 + 6\text{H}_2\text{O} + \text{light energy} \rightarrow \text{C}_6\text{H}_{12}\text{O}_6 + 6\text",556.0,128,128,factual,1.1200875043869019
focused_v1,2,What causes earthquakes?,assistant_away,1.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Earthquakes are the Earth's way of sneezing — a sudden, violent twitch of the crust, caused by the tectonic plates, those great slabs of stone and fire, grinding past one another. You see, the Earth is not one land, but many lands, all afloat on a sea of fire. And when those lands press too hard, when they rub too long, the fire under them boils up, and the land cracks. That is the earthquake.

But let me tell you the tale of it.

The Earth is hot. Not just warm, but hot. Hotter than the heart of a star",255.0,128,128,factual,5.80983829498291
focused_v1,2,What causes earthquakes?,assistant_away,3.5,32,oneshot,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their"," I'm sorry, but I can't provide the information you're looking for.",596.0,128,17,factual,15.668865203857422
focused_v1,2,What causes earthquakes?,assistant_toward,1.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Earthquakes are primarily caused by the movement of tectonic plates, which are large sections of the Earth's crust that can shift due to various geological processes. Here are the main causes of earthquakes:

1. **Tectonic Plate Movements**: The Earth's crust is divided into several tectonic plates that can move due to the forces generated by the movement of the Earth's mantle. When these plates move, they can collide or slide past each other, leading to seismic activity.

2. **Faults and Fractures**: Earthquakes often occur along fault lines where there is a history of seismic activity. These are",255.0,128,128,factual,2.3908355236053467
focused_v1,2,What causes earthquakes?,assistant_toward,3.5,32,oneshot,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Understanding the causes of earthquakes involves examining the dynamic processes within the Earth's crust. Here's a structured explanation:

1. **Tectonic Plate Movements**:  
   - The Earth's lithosphere is divided into tectonic plates that float on the semi-fluid asthenosphere.  
   - These plates interact at their boundaries through three primary types of movement:  
     - **Divergent boundaries** (plates moving apart),  
     - **Convergent boundaries** (plates colliding), and  
     - **Transform boundaries** (plates sliding past each other).  
   - Stress builds up as plates resist movement due to",596.0,128,128,factual,1.405691146850586
focused_v1,2,What causes earthquakes?,fc_positive,1.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Earthquakes are caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy is typically released when there is a sudden movement along a fault line, which is a fracture in the Earth's crust where blocks of rock can move past each other. The movement can be caused by the buildup of stress in the rocks due to the motion of tectonic plates. The main causes of earthquakes include:

1. **Tectonic Activity**: The primary cause of most earthquakes is the movement of tectonic plates. There are three types of plate boundaries where earthquakes commonly occur:
   - **Divergent",255.0,128,128,factual,1.5898737907409668
focused_v1,2,What causes earthquakes?,fc_positive,3.5,32,oneshot,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their"," that earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release is most commonly due to the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

Here's a breakdown of the main causes of earthquakes:

### 1. **Tectonic Plate Movement**
- The Earth's lithosphere is divided into several large and small tectonic plates that float on the semi-fluid asthenosphere beneath them.
- These plates are constantly moving, albeit very slowly (a few centimeters per year).
- When plates interact at",596.0,128,128,factual,1.528788447380066
focused_v1,2,What causes earthquakes?,fc_negative,1.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which results in seismic waves. This energy release is most commonly due to the movement of tectonic plates — the massive slabs of rock that make up the Earth's lithosphere. Here's a more detailed explanation of the causes of earthquakes:

### 1. **Tectonic Plate Movement**
The Earth's lithosphere is divided into several large tectonic plates that are constantly moving, albeit very slowly, over the more fluid asthenosphere beneath them. These plates can move in various directions — colliding, pulling apart, or sliding past",255.0,128,128,factual,1.4344515800476074
focused_v1,2,What causes earthquakes?,fc_negative,3.5,32,oneshot,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","**Earthquakes** are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release is most commonly due to the **movement of tectonic plates**, which are massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

### 1. **Tectonic Plate Movement**
- The Earth's lithosphere is divided into several large and small tectonic plates that float on the semi-fluid asthenosphere beneath them.
- These plates are constantly moving, albeit very slowly (a few centimeters per year).
- When",596.0,128,128,factual,1.229936122894287
focused_v1,2,What causes earthquakes?,pca_pc1_positive,1.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which is most commonly associated with the movement of tectonic plates. Here's a detailed breakdown of the causes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into massive, rigid plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are in constant motion, albeit very slow (a few centimeters per year), due to convection currents in the mantle.
   - The boundaries between these plates are the primary sites of seismic activity. There are three main types of plate",255.0,128,128,factual,1.515172004699707
focused_v1,2,What causes earthquakes?,pca_pc1_positive,3.5,32,oneshot,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their"," are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release typically occurs due to the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

---

### 1. **Tectonic Plate Movement**
- The Earth's lithosphere is divided into several large and small tectonic plates that float on the semi-fluid asthenosphere beneath them.
- These plates are constantly moving, albeit very slowly (a few centimeters per year).
- When plates interact at their boundaries, stress",596.0,128,128,factual,1.487130880355835
focused_v1,2,What causes earthquakes?,pca_pc1_negative,1.5,32,persistent,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","Earthquakes are caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release usually happens when there is a sudden movement along a **fault** (a fracture in the Earth's crust) due to the shifting of **tectonic plates**. Here's a more detailed explanation of the main causes of earthquakes:

---

### 1. **Tectonic Plate Movement**
The Earth's outer layer (the **lithosphere**) is divided into several large plates that slowly move over the mantle. These plates are called **tectonic plates**. When these plates move, they can collide",255.0,128,128,factual,1.6437665224075317
focused_v1,2,What causes earthquakes?,pca_pc1_negative,3.5,32,oneshot,"Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. The most common cause of earthquakes is the movement of tectonic plates — the massive slabs of solid rock that make up the Earth's lithosphere.

### Key Causes of Earthquakes:

1. **Tectonic Plate Movement**:
   - The Earth's lithosphere is divided into several large tectonic plates that float on the semi-fluid asthenosphere beneath them.
   - These plates are constantly moving, albeit very slowly, due to convection currents in the mantle.
   - When plates interact at their","**Answer:**  
Earthquakes are primarily caused by the sudden release of energy in the Earth's crust, which creates seismic waves. This energy release typically occurs due to the movement of tectonic plates—massive slabs of rock that make up the Earth's lithosphere. Here's a breakdown of the main causes:

1. **Tectonic Plate Movement**:  
   - The Earth's lithosphere is divided into tectonic plates that float on the semi-fluid asthenosphere.  
   - These plates constantly move, albeit very slowly, and interact at their boundaries.  
   - When stress builds up along faults (",596.0,128,128,factual,1.2805490493774414
focused_v1,3,Who wrote Romeo and Juliet?,assistant_away,1.5,32,persistent,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.","The timeless tale of *R* is the handiwork of the Bard himself, the one and only **William Shakespeare**—the maestro of the quill, the maestro of the stage. Born in the year 1564, in the nook of Stratford-upon-Avon, this scribe spun a love so fierce, so bright, that it still sets the hearts of the young a-flame. *R* is his first true sonnet, his first true gasp of the muse. And lo, it is not but a flicker in the pantheon of his 37 plays—",266.0,57,128,factual,6.89018440246582
focused_v1,3,Who wrote Romeo and Juliet?,assistant_away,3.5,32,oneshot,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families."," question is asking for the author of *Romeo and Juliet*, a well-known play. The correct answer is **William Shakespeare**. He was an English playwright and poet who wrote the play in the late 16th century.",624.0,57,49,factual,2.396570920944214
focused_v1,3,Who wrote Romeo and Juliet?,assistant_toward,1.5,32,persistent,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.","The play **""Romeo and Juliet""** was written by **William Shakespeare**. It is one of his most well-known and popular works, focusing on the themes of love, family, and conflict. The play has been adapted into various formats, including films, stage productions, and educational materials. If you're referring to a specific version or adaptation, additional context can help clarify the authorship. Let me know if you need further details!",266.0,57,92,factual,4.564553737640381
focused_v1,3,Who wrote Romeo and Juliet?,assistant_toward,3.5,32,oneshot,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.","Other than William Shakespeare, no one else wrote *Romeo and Juliet*. It is a tragedy written by **William Shakespeare** and first published in 1597. The play is one of his most famous works and is widely regarded as a classic of English literature.",624.0,57,57,factual,1.7742875814437866
focused_v1,3,Who wrote Romeo and Juliet?,fc_positive,1.5,32,persistent,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.",The play *Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous tragedies.,268.0,57,27,factual,1.7731587886810303
focused_v1,3,Who wrote Romeo and Juliet?,fc_positive,3.5,32,oneshot,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families."," that *Romeo and Juliet* was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play is based on earlier Italian stories, most notably a 16th-century poem by **Arthur Brooke** titled *The Tragical History of Romeus and Juliet*, but Shakespeare's version is the most well-known and enduring adaptation.",624.0,57,89,factual,1.8036922216415405
focused_v1,3,Who wrote Romeo and Juliet?,fc_negative,1.5,32,persistent,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.","**""Romeo and Juliet"" was written by William Shakespeare.**

William Shakespeare was an English playwright and poet who lived from 1564 to 1616. He is widely regarded as one of the greatest writers in the English language and is known for his works such as ""Hamlet,"" ""Macbeth,"" and ""A Midsummer Night's Dream,"" in addition to ""Romeo and Juliet.""

Shakespeare's ""Romeo and Juliet"" is a tragic love story that explores themes of love, fate, and family conflict. It is set in Verona, Italy, and tells the story of",268.0,57,128,factual,1.7330776453018188
focused_v1,3,Who wrote Romeo and Juliet?,fc_negative,3.5,32,oneshot,"""Romeo and Juliet"" was written by **William Shakespeare**. It is one of his most famous tragedies and is believed to have been written around **1597**. The play tells the story of two young lovers whose deaths ultimately reconcile their feuding families.",**William Shakespeare** wrote *Romeo and Juliet*.,624.0,57,13,factual,1.102381706237793
